Node Number	X Location (mm)	Y Location (mm)	Z Location (mm)	
959	11.176	5.4	0.	
960	11.176	5.6	0.	
961	11.176	5.8	0.	
962	11.176	6.	0.	
963	11.176	6.2	0.	
964	11.176	6.4	0.	
965	11.176	6.6	0.	
966	11.176	6.8	0.	
967	11.176	7.	0.	
968	11.176	7.2	0.	
969	11.176	7.4	0.	
970	11.176	7.6	0.	
971	11.176	7.8	0.	
972	11.176	8.	0.	
973	11.176	8.2	0.	
974	11.176	8.4	0.	
975	11.176	8.6	0.	
976	11.176	8.8	0.	
977	11.176	9.	0.	
978	11.176	9.2	0.	
979	11.176	9.4	0.	
980	11.176	9.6	0.	
981	11.176	9.8	0.	
982	11.662	0.2	0.	
983	11.687	0.4	0.	
984	11.713	0.6	0.	
985	11.739	0.8	0.	
986	11.765	1.	0.	
987	11.765	1.2	0.	
988	11.765	1.4	0.	
989	11.765	1.6	0.	
990	11.765	1.8	0.	
991	11.765	2.	0.	
992	11.765	2.2	0.	
993	11.765	2.4	0.	
994	11.765	2.6	0.	
995	11.765	2.8	0.	
996	11.765	3.	0.	
997	11.765	3.2	0.	
998	11.765	3.4	0.	
999	11.765	3.6	0.	
1000	11.765	3.8	0.	
1001	11.765	4.	0.	
1002	11.765	4.2	0.	
1003	11.765	4.4	0.	
1004	11.765	4.6	0.	
1005	11.765	4.8	0.	
1006	11.765	5.	0.	
1007	11.765	5.2	0.	
1008	11.765	5.4	0.	
1009	11.765	5.6	0.	
1010	11.765	5.8	0.	
1011	11.765	6.	0.	
1012	11.765	6.2	0.	
1013	11.765	6.4	0.	
1014	11.765	6.6	0.	
1015	11.765	6.8	0.	
1016	11.765	7.	0.	
1017	11.765	7.2	0.	
1018	11.765	7.4	0.	
1019	11.765	7.6	0.	
1020	11.765	7.8	0.	
1021	11.765	8.	0.	
1022	11.765	8.2	0.	
1023	11.765	8.4	0.	
1024	11.765	8.6	0.	
1025	11.765	8.8	0.	
1026	11.765	9.	0.	
1027	11.765	9.2	0.	
1028	11.765	9.4	0.	
1029	11.765	9.6	0.	
1030	11.765	9.8	0.	
1031	12.245	0.2	0.	
1032	12.272	0.4	0.	
1033	12.299	0.6	0.	
1034	12.326	0.8	0.	
1035	12.353	1.	0.	
1036	12.353	1.2	0.	
1037	12.353	1.4	0.	
1038	12.353	1.6	0.	
1039	12.353	1.8	0.	
1040	12.353	2.	0.	
1041	12.353	2.2	0.	
1042	12.353	2.4	0.	
1043	12.353	2.6	0.	
1044	12.353	2.8	0.	
1045	12.353	3.	0.	
1046	12.353	3.2	0.	
1047	12.353	3.4	0.	
1048	12.353	3.6	0.	
1049	12.353	3.8	0.	
1050	12.353	4.	0.	
1051	12.353	4.2	0.	
1052	12.353	4.4	0.	
1053	12.353	4.6	0.	
1054	12.353	4.8	0.	
1055	12.353	5.	0.	
1056	12.353	5.2	0.	
1057	12.353	5.4	0.	
1058	12.353	5.6	0.	
1059	12.353	5.8	0.	
1060	12.353	6.	0.	
1061	12.353	6.2	0.	
1062	12.353	6.4	0.	
1063	12.353	6.6	0.	
1064	12.353	6.8	0.	
1065	12.353	7.	0.	
1066	12.353	7.2	0.	
1067	12.353	7.4	0.	
1068	12.353	7.6	0.	
1069	12.353	7.8	0.	
1070	12.353	8.	0.	
1071	12.353	8.2	0.	
1072	12.353	8.4	0.	
1073	12.353	8.6	0.	
1074	12.353	8.8	0.	
1075	12.353	9.	0.	
1076	12.353	9.2	0.	
1077	12.353	9.4	0.	
1078	12.353	9.6	0.	
1079	12.353	9.8	0.	
1080	12.828	0.2	0.	
1081	12.856	0.4	0.	
1082	12.884	0.6	0.	
1083	12.913	0.8	0.	
1084	12.941	1.	0.	
1085	12.941	1.2	0.	
1086	12.941	1.4	0.	
1087	12.941	1.6	0.	
1088	12.941	1.8	0.	
1089	12.941	2.	0.	
1090	12.941	2.2	0.	
1091	12.941	2.4	0.	
1092	12.941	2.6	0.	
1093	12.941	2.8	0.	
1094	12.941	3.	0.	
1095	12.941	3.2	0.	
1096	12.941	3.4	0.	
1097	12.941	3.6	0.	
1098	12.941	3.8	0.	
1099	12.941	4.	0.	
1100	12.941	4.2	0.	
1101	12.941	4.4	0.	
1102	12.941	4.6	0.	
1103	12.941	4.8	0.	
1104	12.941	5.	0.	
1105	12.941	5.2	0.	
1106	12.941	5.4	0.	
1107	12.941	5.6	0.	
1108	12.941	5.8	0.	
1109	12.941	6.	0.	
1110	12.941	6.2	0.	
1111	12.941	6.4	0.	
1112	12.941	6.6	0.	
1113	12.941	6.8	0.	
1114	12.941	7.	0.	
1115	12.941	7.2	0.	
1116	12.941	7.4	0.	
1117	12.941	7.6	0.	
1118	12.941	7.8	0.	
1119	12.941	8.	0.	
1120	12.941	8.2	0.	
1121	12.941	8.4	0.	
1122	12.941	8.6	0.	
1123	12.941	8.8	0.	
1124	12.941	9.	0.	
1125	12.941	9.2	0.	
1126	12.941	9.4	0.	
1127	12.941	9.6	0.	
1128	12.941	9.8	0.	
1129	13.411	0.2	0.	
1130	13.44	0.4	0.	
1131	13.47	0.6	0.	
1132	13.5	0.8	0.	
1133	13.529	1.	0.	
1134	13.529	1.2	0.	
1135	13.529	1.4	0.	
1136	13.529	1.6	0.	
1137	13.529	1.8	0.	
1138	13.529	2.	0.	
1139	13.529	2.2	0.	
1140	13.529	2.4	0.	
1141	13.529	2.6	0.	
1142	13.529	2.8	0.	
1143	13.529	3.	0.	
1144	13.529	3.2	0.	
1145	13.529	3.4	0.	
1146	13.529	3.6	0.	
1147	13.529	3.8	0.	
1148	13.529	4.	0.	
1149	13.529	4.2	0.	
1150	13.529	4.4	0.	
1151	13.529	4.6	0.	
1152	13.529	4.8	0.	
1153	13.529	5.	0.	
1154	13.529	5.2	0.	
1155	13.529	5.4	0.	
1156	13.529	5.6	0.	
1157	13.529	5.8	0.	
1158	13.529	6.	0.	
1159	13.529	6.2	0.	
1160	13.529	6.4	0.	
1161	13.529	6.6	0.	
1162	13.529	6.8	0.	
1163	13.529	7.	0.	
1164	13.529	7.2	0.	
1165	13.529	7.4	0.	
1166	13.529	7.6	0.	
1167	13.529	7.8	0.	
1168	13.529	8.	0.	
1169	13.529	8.2	0.	
1170	13.529	8.4	0.	
1171	13.529	8.6	0.	
1172	13.529	8.8	0.	
1173	13.529	9.	0.	
1174	13.529	9.2	0.	
1175	13.529	9.4	0.	
1176	13.529	9.6	0.	
1177	13.529	9.8	0.	
1178	13.994	0.2	0.	
1179	14.025	0.4	0.	
1180	14.056	0.6	0.	
1181	14.087	0.8	0.	
1182	14.118	1.	0.	
1183	14.118	1.2	0.	
1184	14.118	1.4	0.	
1185	14.118	1.6	0.	
1186	14.118	1.8	0.	
1187	14.118	2.	0.	
1188	14.118	2.2	0.	
1189	14.118	2.4	0.	
1190	14.118	2.6	0.	
1191	14.118	2.8	0.	
1192	14.118	3.	0.	
1193	14.118	3.2	0.	
1194	14.118	3.4	0.	
1195	14.118	3.6	0.	
1196	14.118	3.8	0.	
1197	14.118	4.	0.	
1198	14.118	4.2	0.	
1199	14.118	4.4	0.	
1200	14.118	4.6	0.	
1201	14.118	4.8	0.	
1202	14.118	5.	0.	
1203	14.118	5.2	0.	
1204	14.118	5.4	0.	
1205	14.118	5.6	0.	
1206	14.118	5.8	0.	
1207	14.118	6.	0.	
1208	14.118	6.2	0.	
1209	14.118	6.4	0.	
1210	14.118	6.6	0.	
1211	14.118	6.8	0.	
1212	14.118	7.	0.	
1213	14.118	7.2	0.	
1214	14.118	7.4	0.	
1215	14.118	7.6	0.	
1216	14.118	7.8	0.	
1217	14.118	8.	0.	
1218	14.118	8.2	0.	
1219	14.118	8.4	0.	
1220	14.118	8.6	0.	
1221	14.118	8.8	0.	
1222	14.118	9.	0.	
1223	14.118	9.2	0.	
1224	14.118	9.4	0.	
1225	14.118	9.6	0.	
1226	14.118	9.8	0.	
1227	14.577	0.2	0.	
1228	14.609	0.4	0.	
1229	14.641	0.6	0.	
1230	14.674	0.8	0.	
1231	14.706	1.	0.	
1232	14.706	1.2	0.	
1233	14.706	1.4	0.	
1234	14.706	1.6	0.	
1235	14.706	1.8	0.	
1236	14.706	2.	0.	
1237	14.706	2.2	0.	
1238	14.706	2.4	0.	
1239	14.706	2.6	0.	
1240	14.706	2.8	0.	
1241	14.706	3.	0.	
1242	14.706	3.2	0.	
1243	14.706	3.4	0.	
1244	14.706	3.6	0.	
1245	14.706	3.8	0.	
1246	14.706	4.	0.	
1247	14.706	4.2	0.	
1248	14.706	4.4	0.	
1249	14.706	4.6	0.	
1250	14.706	4.8	0.	
1251	14.706	5.	0.	
1252	14.706	5.2	0.	
1253	14.706	5.4	0.	
1254	14.706	5.6	0.	
1255	14.706	5.8	0.	
1256	14.706	6.	0.	
1257	14.706	6.2	0.	
1258	14.706	6.4	0.	
1259	14.706	6.6	0.	
1260	14.706	6.8	0.	
1261	14.706	7.	0.	
1262	14.706	7.2	0.	
1263	14.706	7.4	0.	
1264	14.706	7.6	0.	
1265	14.706	7.8	0.	
1266	14.706	8.	0.	
1267	14.706	8.2	0.	
1268	14.706	8.4	0.	
1269	14.706	8.6	0.	
1270	14.706	8.8	0.	
1271	14.706	9.	0.	
1272	14.706	9.2	0.	
1273	14.706	9.4	0.	
1274	14.706	9.6	0.	
1275	14.706	9.8	0.	
1276	15.16	0.2	0.	
1277	15.194	0.4	0.	
1278	15.227	0.6	0.	
1279	15.261	0.8	0.	
1280	15.294	1.	0.	
1281	15.294	1.2	0.	
1282	15.294	1.4	0.	
1283	15.294	1.6	0.	
1284	15.294	1.8	0.	
1285	15.294	2.	0.	
1286	15.294	2.2	0.	
1287	15.294	2.4	0.	
1288	15.294	2.6	0.	
1289	15.294	2.8	0.	
1290	15.294	3.	0.	
1291	15.294	3.2	0.	
1292	15.294	3.4	0.	
1293	15.294	3.6	0.	
1294	15.294	3.8	0.	
1295	15.294	4.	0.	
1296	15.294	4.2	0.	
1297	15.294	4.4	0.	
1298	15.294	4.6	0.	
1299	15.294	4.8	0.	
1300	15.294	5.	0.	
1301	15.294	5.2	0.	
1302	15.294	5.4	0.	
1303	15.294	5.6	0.	
1304	15.294	5.8	0.	
1305	15.294	6.	0.	
1306	15.294	6.2	0.	
1307	15.294	6.4	0.	
1308	15.294	6.6	0.	
1309	15.294	6.8	0.	
1310	15.294	7.	0.	
1311	15.294	7.2	0.	
1312	15.294	7.4	0.	
1313	15.294	7.6	0.	
1314	15.294	7.8	0.	
1315	15.294	8.	0.	
1316	15.294	8.2	0.	
1317	15.294	8.4	0.	
1318	15.294	8.6	0.	
1319	15.294	8.8	0.	
1320	15.294	9.	0.	
1321	15.294	9.2	0.	
1322	15.294	9.4	0.	
1323	15.294	9.6	0.	
1324	15.294	9.8	0.	
1325	15.743	0.2	0.	
1326	15.778	0.4	0.	
1327	15.813	0.6	0.	
1328	15.848	0.8	0.	
1329	15.882	1.	0.	
1330	15.882	1.2	0.	
1331	15.882	1.4	0.	
1332	15.882	1.6	0.	
1333	15.882	1.8	0.	
1334	15.882	2.	0.	
1335	15.882	2.2	0.	
1336	15.882	2.4	0.	
1337	15.882	2.6	0.	
1338	15.882	2.8	0.	
1339	15.882	3.	0.	
1340	15.882	3.2	0.	
1341	15.882	3.4	0.	
1342	15.882	3.6	0.	
1343	15.882	3.8	0.	
1344	15.882	4.	0.	
1345	15.882	4.2	0.	
1346	15.882	4.4	0.	
1347	15.882	4.6	0.	
1348	15.882	4.8	0.	
1349	15.882	5.	0.	
1350	15.882	5.2	0.	
1351	15.882	5.4	0.	
1352	15.882	5.6	0.	
1353	15.882	5.8	0.	
1354	15.882	6.	0.	
1355	15.882	6.2	0.	
1356	15.882	6.4	0.	
1357	15.882	6.6	0.	
1358	15.882	6.8	0.	
1359	15.882	7.	0.	
1360	15.882	7.2	0.	
1361	15.882	7.4	0.	
1362	15.882	7.6	0.	
1363	15.882	7.8	0.	
1364	15.882	8.	0.	
1365	15.882	8.2	0.	
1366	15.882	8.4	0.	
1367	15.882	8.6	0.	
1368	15.882	8.8	0.	
1369	15.882	9.	0.	
1370	15.882	9.2	0.	
1371	15.882	9.4	0.	
1372	15.882	9.6	0.	
1373	15.882	9.8	0.	
1374	16.326	0.2	0.	
1375	16.362	0.4	0.	
1376	16.398	0.6	0.	
1377	16.435	0.8	0.	
1378	16.471	1.	0.	
1379	16.471	1.2	0.	
1380	16.471	1.4	0.	
1381	16.471	1.6	0.	
1382	16.471	1.8	0.	
1383	16.471	2.	0.	
1384	16.471	2.2	0.	
1385	16.471	2.4	0.	
1386	16.471	2.6	0.	
1387	16.471	2.8	0.	
1388	16.471	3.	0.	
1389	16.471	3.2	0.	
1390	16.471	3.4	0.	
1391	16.471	3.6	0.	
1392	16.471	3.8	0.	
1393	16.471	4.	0.	
1394	16.471	4.2	0.	
1395	16.471	4.4	0.	
1396	16.471	4.6	0.	
1397	16.471	4.8	0.	
1398	16.471	5.	0.	
1399	16.471	5.2	0.	
1400	16.471	5.4	0.	
1401	16.471	5.6	0.	
1402	16.471	5.8	0.	
1403	16.471	6.	0.	
1404	16.471	6.2	0.	
1405	16.471	6.4	0.	
1406	16.471	6.6	0.	
1407	16.471	6.8	0.	
1408	16.471	7.	0.	
1409	16.471	7.2	0.	
1410	16.471	7.4	0.	
1411	16.471	7.6	0.	
1412	16.471	7.8	0.	
1413	16.471	8.	0.	
1414	16.471	8.2	0.	
1415	16.471	8.4	0.	
1416	16.471	8.6	0.	
1417	16.471	8.8	0.	
1418	16.471	9.	0.	
1419	16.471	9.2	0.	
1420	16.471	9.4	0.	
1421	16.471	9.6	0.	
1422	16.471	9.8	0.	
1423	16.909	0.2	0.	
1424	16.947	0.4	0.	
1425	16.984	0.6	0.	
1426	17.021	0.8	0.	
1427	17.059	1.	0.	
1428	17.059	1.2	0.	
1429	17.059	1.4	0.	
1430	17.059	1.6	0.	
1431	17.059	1.8	0.	
1432	17.059	2.	0.	
1433	17.059	2.2	0.	
1434	17.059	2.4	0.	
1435	17.059	2.6	0.	
1436	17.059	2.8	0.	
1437	17.059	3.	0.	
1438	17.059	3.2	0.	
1439	17.059	3.4	0.	
1440	17.059	3.6	0.	
1441	17.059	3.8	0.	
1442	17.059	4.	0.	
1443	17.059	4.2	0.	
1444	17.059	4.4	0.	
1445	17.059	4.6	0.	
1446	17.059	4.8	0.	
1447	17.059	5.	0.	
1448	17.059	5.2	0.	
1449	17.059	5.4	0.	
1450	17.059	5.6	0.	
1451	17.059	5.8	0.	
1452	17.059	6.	0.	
1453	17.059	6.2	0.	
1454	17.059	6.4	0.	
1455	17.059	6.6	0.	
1456	17.059	6.8	0.	
1457	17.059	7.	0.	
1458	17.059	7.2	0.	
1459	17.059	7.4	0.	
1460	17.059	7.6	0.	
1461	17.059	7.8	0.	
1462	17.059	8.	0.	
1463	17.059	8.2	0.	
1464	17.059	8.4	0.	
1465	17.059	8.6	0.	
1466	17.059	8.8	0.	
1467	17.059	9.	0.	
1468	17.059	9.2	0.	
1469	17.059	9.4	0.	
1470	17.059	9.6	0.	
1471	17.059	9.8	0.	
1472	17.492	0.2	0.	
1473	17.531	0.4	0.	
1474	17.57	0.6	0.	
1475	17.608	0.8	0.	
1476	17.647	1.	0.	
1477	17.647	1.2	0.	
1478	17.647	1.4	0.	
1479	17.647	1.6	0.	
1480	17.647	1.8	0.	
1481	17.647	2.	0.	
1482	17.647	2.2	0.	
1483	17.647	2.4	0.	
1484	17.647	2.6	0.	
1485	17.647	2.8	0.	
1486	17.647	3.	0.	
1487	17.647	3.2	0.	
1488	17.647	3.4	0.	
1489	17.647	3.6	0.	
1490	17.647	3.8	0.	
1491	17.647	4.	0.	
1492	17.647	4.2	0.	
1493	17.647	4.4	0.	
1494	17.647	4.6	0.	
1495	17.647	4.8	0.	
1496	17.647	5.	0.	
1497	17.647	5.2	0.	
1498	17.647	5.4	0.	
1499	17.647	5.6	0.	
1500	17.647	5.8	0.	
1501	17.647	6.	0.	
1502	17.647	6.2	0.	
1503	17.647	6.4	0.	
1504	17.647	6.6	0.	
1505	17.647	6.8	0.	
1506	17.647	7.	0.	
1507	17.647	7.2	0.	
1508	17.647	7.4	0.	
1509	17.647	7.6	0.	
1510	17.647	7.8	0.	
1511	17.647	8.	0.	
1512	17.647	8.2	0.	
1513	17.647	8.4	0.	
1514	17.647	8.6	0.	
1515	17.647	8.8	0.	
1516	17.647	9.	0.	
1517	17.647	9.2	0.	
1518	17.647	9.4	0.	
1519	17.647	9.6	0.	
1520	17.647	9.8	0.	
1521	18.075	0.2	0.	
1522	18.115	0.4	0.	
1523	18.155	0.6	0.	
1524	18.195	0.8	0.	
1525	18.235	1.	0.	
1526	18.235	1.2	0.	
1527	18.235	1.4	0.	
1528	18.235	1.6	0.	
1529	18.235	1.8	0.	
1530	18.235	2.	0.	
1531	18.235	2.2	0.	
1532	18.235	2.4	0.	
1533	18.235	2.6	0.	
1534	18.235	2.8	0.	
1535	18.235	3.	0.	
1536	18.235	3.2	0.	
1537	18.235	3.4	0.	
1538	18.235	3.6	0.	
1539	18.235	3.8	0.	
1540	18.235	4.	0.	
1541	18.235	4.2	0.	
1542	18.235	4.4	0.	
1543	18.235	4.6	0.	
1544	18.235	4.8	0.	
1545	18.235	5.	0.	
1546	18.235	5.2	0.	
1547	18.235	5.4	0.	
1548	18.235	5.6	0.	
1549	18.235	5.8	0.	
1550	18.235	6.	0.	
1551	18.235	6.2	0.	
1552	18.235	6.4	0.	
1553	18.235	6.6	0.	
1554	18.235	6.8	0.	
1555	18.235	7.	0.	
1556	18.235	7.2	0.	
1557	18.235	7.4	0.	
1558	18.235	7.6	0.	
1559	18.235	7.8	0.	
1560	18.235	8.	0.	
1561	18.235	8.2	0.	
1562	18.235	8.4	0.	
1563	18.235	8.6	0.	
1564	18.235	8.8	0.	
1565	18.235	9.	0.	
1566	18.235	9.2	0.	
1567	18.235	9.4	0.	
1568	18.235	9.6	0.	
1569	18.235	9.8	0.	
1570	18.659	0.2	0.	
1571	18.7	0.4	0.	
1572	18.741	0.6	0.	
1573	18.782	0.8	0.	
1574	18.824	1.	0.	
1575	18.824	1.2	0.	
1576	18.824	1.4	0.	
1577	18.824	1.6	0.	
1578	18.824	1.8	0.	
1579	18.824	2.	0.	
1580	18.824	2.2	0.	
1581	18.824	2.4	0.	
1582	18.824	2.6	0.	
1583	18.824	2.8	0.	
1584	18.824	3.	0.	
1585	18.824	3.2	0.	
1586	18.824	3.4	0.	
1587	18.824	3.6	0.	
1588	18.824	3.8	0.	
1589	18.824	4.	0.	
1590	18.824	4.2	0.	
1591	18.824	4.4	0.	
1592	18.824	4.6	0.	
1593	18.824	4.8	0.	
1594	18.824	5.	0.	
1595	18.824	5.2	0.	
1596	18.824	5.4	0.	
1597	18.824	5.6	0.	
1598	18.824	5.8	0.	
1599	18.824	6.	0.	
1600	18.824	6.2	0.	
1601	18.824	6.4	0.	
1602	18.824	6.6	0.	
1603	18.824	6.8	0.	
1604	18.824	7.	0.	
1605	18.824	7.2	0.	
1606	18.824	7.4	0.	
1607	18.824	7.6	0.	
1608	18.824	7.8	0.	
1609	18.824	8.	0.	
1610	18.824	8.2	0.	
1611	18.824	8.4	0.	
1612	18.824	8.6	0.	
1613	18.824	8.8	0.	
1614	18.824	9.	0.	
1615	18.824	9.2	0.	
1616	18.824	9.4	0.	
1617	18.824	9.6	0.	
1618	18.824	9.8	0.	
1619	19.242	0.2	0.	
1620	19.284	0.4	0.	
1621	19.327	0.6	0.	
1622	19.369	0.8	0.	
1623	19.412	1.	0.	
1624	19.412	1.2	0.	
1625	19.412	1.4	0.	
1626	19.412	1.6	0.	
1627	19.412	1.8	0.	
1628	19.412	2.	0.	
1629	19.412	2.2	0.	
1630	19.412	2.4	0.	
1631	19.412	2.6	0.	
1632	19.412	2.8	0.	
1633	19.412	3.	0.	
1634	19.412	3.2	0.	
1635	19.412	3.4	0.	
1636	19.412	3.6	0.	
1637	19.412	3.8	0.	
1638	19.412	4.	0.	
1639	19.412	4.2	0.	
1640	19.412	4.4	0.	
1641	19.412	4.6	0.	
1642	19.412	4.8	0.	
1643	19.412	5.	0.	
1644	19.412	5.2	0.	
1645	19.412	5.4	0.	
1646	19.412	5.6	0.	
1647	19.412	5.8	0.	
1648	19.412	6.	0.	
1649	19.412	6.2	0.	
1650	19.412	6.4	0.	
1651	19.412	6.6	0.	
1652	19.412	6.8	0.	
1653	19.412	7.	0.	
1654	19.412	7.2	0.	
1655	19.412	7.4	0.	
1656	19.412	7.6	0.	
1657	19.412	7.8	0.	
1658	19.412	8.	0.	
1659	19.412	8.2	0.	
1660	19.412	8.4	0.	
1661	19.412	8.6	0.	
1662	19.412	8.8	0.	
1663	19.412	9.	0.	
1664	19.412	9.2	0.	
1665	19.412	9.4	0.	
1666	19.412	9.6	0.	
1667	19.412	9.8	0.	
1668	19.956	0.8	0.	
1669	19.912	0.6	0.	
1670	19.869	0.4	0.	
1671	19.825	0.2	0.	
1672	20.	9.8	0.	
1673	20.	9.6	0.	
1674	20.	9.4	0.	
1675	20.	9.2	0.	
1676	20.	9.	0.	
1677	20.	8.8	0.	
1678	20.	8.6	0.	
1679	20.	8.4	0.	
1680	20.	8.2	0.	
1681	20.	8.	0.	
1682	20.	7.8	0.	
1683	20.	7.6	0.	
1684	20.	7.4	0.	
1685	20.	7.2	0.	
1686	20.	7.	0.	
1687	20.	6.8	0.	
1688	20.	6.6	0.	
1689	20.	6.4	0.	
1690	20.	6.2	0.	
1691	20.	6.	0.	
1692	20.	5.8	0.	
1693	20.	5.6	0.	
1694	20.	5.4	0.	
1695	20.	5.2	0.	
1696	20.	5.	0.	
1697	20.	4.8	0.	
1698	20.	4.6	0.	
1699	20.	4.4	0.	
1700	20.	4.2	0.	
1701	20.	4.	0.	
1702	20.	3.8	0.	
1703	20.	3.6	0.	
1704	20.	3.4	0.	
1705	20.	3.2	0.	
1706	20.	3.	0.	
1707	20.	2.8	0.	
1708	20.	2.6	0.	
1709	20.	2.4	0.	
1710	20.	2.2	0.	
1711	20.	2.	0.	
1712	20.	1.8	0.	
1713	20.	1.6	0.	
1714	20.	1.4	0.	
1715	20.	1.2	0.	
1716	26.199	1.	0.	
1717	25.635	1.	0.	
1718	25.072	1.	0.	
1719	24.508	1.	0.	
1720	23.945	1.	0.	
1721	23.381	1.	0.	
1722	22.818	1.	0.	
1723	22.254	1.	0.	
1724	21.691	1.	0.	
1725	21.127	1.	0.	
1726	20.564	1.	0.	
1727	26.762	0.8	0.	
1728	26.762	0.6	0.	
1729	26.762	0.4	0.	
1730	26.762	0.2	0.	
1731	26.181	0.	0.	
1732	25.599	0.	0.	
1733	25.017	0.	0.	
1734	24.435	0.	0.	
1735	23.853	0.	0.	
1736	23.272	0.	0.	
1737	22.69	0.	0.	
1738	22.108	0.	0.	
1739	21.526	0.	0.	
1740	20.944	0.	0.	
1741	20.363	0.	0.	
1742	19.781	0.	0.	
1743	19.199	0.	0.	
1744	18.617	0.	0.	
1745	18.036	0.	0.	
1746	17.454	0.	0.	
1747	16.872	0.	0.	
1748	16.29	0.	0.	
1749	15.708	0.	0.	
1750	15.127	0.	0.	
1751	14.545	0.	0.	
1752	13.963	0.	0.	
1753	13.381	0.	0.	
1754	12.799	0.	0.	
1755	12.218	0.	0.	
1756	11.636	0.	0.	
1757	11.054	0.	0.	
1758	10.472	0.	0.	
1759	9.8905	0.	0.	
1760	9.3087	0.	0.	
1761	8.7269	0.	0.	
1762	8.1451	0.	0.	
1763	7.5633	0.	0.	
1764	6.9815	0.	0.	
1765	6.3997	0.	0.	
1766	5.8179	0.	0.	
1767	5.2361	0.	0.	
1768	4.6543	0.	0.	
1769	4.0725	0.	0.	
1770	3.4907	0.	0.	
1771	2.909	0.	0.	
1772	2.3272	0.	0.	
1773	1.7454	0.	0.	
1774	1.1636	0.	0.	
1775	0.58179	0.	0.	
1776	2.4492e-017	0.2	0.	
1777	4.8984e-017	0.4	0.	
1778	7.3476e-017	0.6	0.	
1779	9.7969e-017	0.8	0.	
1780	1.2246e-016	1.	0.	
1781	1.4695e-016	1.2	0.	
1782	1.7144e-016	1.4	0.	
1783	1.9594e-016	1.6	0.	
1784	2.2043e-016	1.8	0.	
1785	2.4492e-016	2.	0.	
1786	2.6941e-016	2.2	0.	
1787	2.9391e-016	2.4	0.	
1788	3.184e-016	2.6	0.	
1789	3.4289e-016	2.8	0.	
1790	3.6738e-016	3.	0.	
1791	3.9187e-016	3.2	0.	
1792	4.1637e-016	3.4	0.	
1793	4.4086e-016	3.6	0.	
1794	4.6535e-016	3.8	0.	
1795	4.8984e-016	4.	0.	
1796	5.1433e-016	4.2	0.	
1797	5.3883e-016	4.4	0.	
1798	5.6332e-016	4.6	0.	
1799	5.8781e-016	4.8	0.	
1800	6.123e-016	5.	0.	
1801	6.368e-016	5.2	0.	
1802	6.6129e-016	5.4	0.	
1803	6.8578e-016	5.6	0.	
1804	7.1027e-016	5.8	0.	
1805	7.3476e-016	6.	0.	
1806	7.5926e-016	6.2	0.	
1807	7.8375e-016	6.4	0.	
1808	8.0824e-016	6.6	0.	
1809	8.3273e-016	6.8	0.	
1810	8.5722e-016	7.	0.	
1811	8.8172e-016	7.2	0.	
1812	9.0621e-016	7.4	0.	
1813	9.307e-016	7.6	0.	
1814	9.5519e-016	7.8	0.	
1815	9.7969e-016	8.	0.	
1816	1.0042e-015	8.2	0.	
1817	1.0287e-015	8.4	0.	
1818	1.0532e-015	8.6	0.	
1819	1.0777e-015	8.8	0.	
1820	1.1021e-015	9.	0.	
1821	1.1266e-015	9.2	0.	
1822	1.1511e-015	9.4	0.	
1823	1.1756e-015	9.6	0.	
1824	1.2001e-015	9.8	0.	
1825	0.58824	10.	0.	
1826	1.1765	10.	0.	
1827	1.7647	10.	0.	
1828	2.3529	10.	0.	
1829	2.9412	10.	0.	
1830	3.5294	10.	0.	
1831	4.1176	10.	0.	
1832	4.7059	10.	0.	
1833	5.2941	10.	0.	
1834	5.8824	10.	0.	
1835	6.4706	10.	0.	
1836	7.0588	10.	0.	
1837	7.6471	10.	0.	
1838	8.2353	10.	0.	
1839	8.8235	10.	0.	
1840	9.4118	10.	0.	
1841	10.	10.	0.	
1842	10.588	10.	0.	
1843	11.176	10.	0.	
1844	11.765	10.	0.	
1845	12.353	10.	0.	
1846	12.941	10.	0.	
1847	13.529	10.	0.	
1848	14.118	10.	0.	
1849	14.706	10.	0.	
1850	15.294	10.	0.	
1851	15.882	10.	0.	
1852	16.471	10.	0.	
1853	17.059	10.	0.	
1854	17.647	10.	0.	
1855	18.235	10.	0.	
1856	18.824	10.	0.	
1857	19.412	10.	0.	
