Node Number	X Location (mm)	Y Location (mm)	Z Location (mm)	
492	2.6866	1.2	0.	
493	2.6866	1.4	0.	
494	2.6866	1.6	0.	
495	2.6866	1.8	0.	
496	2.6866	2.	0.	
497	2.6866	2.2	0.	
498	2.6866	2.4	0.	
499	2.6866	2.6	0.	
500	2.6866	2.8	0.	
501	2.6866	3.	0.	
502	2.6866	3.2	0.	
503	2.6866	3.4	0.	
504	2.6866	3.6	0.	
505	2.6866	3.8	0.	
506	2.6866	4.	0.	
507	2.6866	4.2	0.	
508	2.6866	4.4	0.	
509	2.6866	4.6	0.	
510	2.6866	4.8	0.	
511	2.6866	5.	0.	
512	2.6866	5.2	0.	
513	2.6866	5.4	0.	
514	2.6866	5.6	0.	
515	2.6866	5.8	0.	
516	2.6866	6.	0.	
517	2.6866	6.2	0.	
518	2.6866	6.4	0.	
519	2.6866	6.6	0.	
520	2.6866	6.8	0.	
521	2.6866	7.	0.	
522	2.6866	7.2	0.	
523	2.6866	7.4	0.	
524	2.6866	7.6	0.	
525	2.6866	7.8	0.	
526	2.6866	8.	0.	
527	2.6866	8.2	0.	
528	2.6866	8.4	0.	
529	2.6866	8.6	0.	
530	2.6866	8.8	0.	
531	2.6866	9.	0.	
532	2.6866	9.2	0.	
533	2.6866	9.4	0.	
534	2.6866	9.6	0.	
535	2.6866	9.8	0.	
536	2.9759	0.2	0.	
537	2.9782	0.4	0.	
538	2.9805	0.6	0.	
539	2.9828	0.8	0.	
540	2.9851	1.	0.	
541	2.9851	1.2	0.	
542	2.9851	1.4	0.	
543	2.9851	1.6	0.	
544	2.9851	1.8	0.	
545	2.9851	2.	0.	
546	2.9851	2.2	0.	
547	2.9851	2.4	0.	
548	2.9851	2.6	0.	
549	2.9851	2.8	0.	
550	2.9851	3.	0.	
551	2.9851	3.2	0.	
552	2.9851	3.4	0.	
553	2.9851	3.6	0.	
554	2.9851	3.8	0.	
555	2.9851	4.	0.	
556	2.9851	4.2	0.	
557	2.9851	4.4	0.	
558	2.9851	4.6	0.	
559	2.9851	4.8	0.	
560	2.9851	5.	0.	
561	2.9851	5.2	0.	
562	2.9851	5.4	0.	
563	2.9851	5.6	0.	
564	2.9851	5.8	0.	
565	2.9851	6.	0.	
566	2.9851	6.2	0.	
567	2.9851	6.4	0.	
568	2.9851	6.6	0.	
569	2.9851	6.8	0.	
570	2.9851	7.	0.	
571	2.9851	7.2	0.	
572	2.9851	7.4	0.	
573	2.9851	7.6	0.	
574	2.9851	7.8	0.	
575	2.9851	8.	0.	
576	2.9851	8.2	0.	
577	2.9851	8.4	0.	
578	2.9851	8.6	0.	
579	2.9851	8.8	0.	
580	2.9851	9.	0.	
581	2.9851	9.2	0.	
582	2.9851	9.4	0.	
583	2.9851	9.6	0.	
584	2.9851	9.8	0.	
585	3.2735	0.2	0.	
586	3.276	0.4	0.	
587	3.2785	0.6	0.	
588	3.2811	0.8	0.	
589	3.2836	1.	0.	
590	3.2836	1.2	0.	
591	3.2836	1.4	0.	
592	3.2836	1.6	0.	
593	3.2836	1.8	0.	
594	3.2836	2.	0.	
595	3.2836	2.2	0.	
596	3.2836	2.4	0.	
597	3.2836	2.6	0.	
598	3.2836	2.8	0.	
599	3.2836	3.	0.	
600	3.2836	3.2	0.	
601	3.2836	3.4	0.	
602	3.2836	3.6	0.	
603	3.2836	3.8	0.	
604	3.2836	4.	0.	
605	3.2836	4.2	0.	
606	3.2836	4.4	0.	
607	3.2836	4.6	0.	
608	3.2836	4.8	0.	
609	3.2836	5.	0.	
610	3.2836	5.2	0.	
611	3.2836	5.4	0.	
612	3.2836	5.6	0.	
613	3.2836	5.8	0.	
614	3.2836	6.	0.	
615	3.2836	6.2	0.	
616	3.2836	6.4	0.	
617	3.2836	6.6	0.	
618	3.2836	6.8	0.	
619	3.2836	7.	0.	
620	3.2836	7.2	0.	
621	3.2836	7.4	0.	
622	3.2836	7.6	0.	
623	3.2836	7.8	0.	
624	3.2836	8.	0.	
625	3.2836	8.2	0.	
626	3.2836	8.4	0.	
627	3.2836	8.6	0.	
628	3.2836	8.8	0.	
629	3.2836	9.	0.	
630	3.2836	9.2	0.	
631	3.2836	9.4	0.	
632	3.2836	9.6	0.	
633	3.2836	9.8	0.	
634	3.5711	0.2	0.	
635	3.5738	0.4	0.	
636	3.5766	0.6	0.	
637	3.5793	0.8	0.	
638	3.5821	1.	0.	
639	3.5821	1.2	0.	
640	3.5821	1.4	0.	
641	3.5821	1.6	0.	
642	3.5821	1.8	0.	
643	3.5821	2.	0.	
644	3.5821	2.2	0.	
645	3.5821	2.4	0.	
646	3.5821	2.6	0.	
647	3.5821	2.8	0.	
648	3.5821	3.	0.	
649	3.5821	3.2	0.	
650	3.5821	3.4	0.	
651	3.5821	3.6	0.	
652	3.5821	3.8	0.	
653	3.5821	4.	0.	
654	3.5821	4.2	0.	
655	3.5821	4.4	0.	
656	3.5821	4.6	0.	
657	3.5821	4.8	0.	
658	3.5821	5.	0.	
659	3.5821	5.2	0.	
660	3.5821	5.4	0.	
661	3.5821	5.6	0.	
662	3.5821	5.8	0.	
663	3.5821	6.	0.	
664	3.5821	6.2	0.	
665	3.5821	6.4	0.	
666	3.5821	6.6	0.	
667	3.5821	6.8	0.	
668	3.5821	7.	0.	
669	3.5821	7.2	0.	
670	3.5821	7.4	0.	
671	3.5821	7.6	0.	
672	3.5821	7.8	0.	
673	3.5821	8.	0.	
674	3.5821	8.2	0.	
675	3.5821	8.4	0.	
676	3.5821	8.6	0.	
677	3.5821	8.8	0.	
678	3.5821	9.	0.	
679	3.5821	9.2	0.	
680	3.5821	9.4	0.	
681	3.5821	9.6	0.	
682	3.5821	9.8	0.	
683	3.8687	0.2	0.	
684	3.8716	0.4	0.	
685	3.8746	0.6	0.	
686	3.8776	0.8	0.	
687	3.8806	1.	0.	
688	3.8806	1.2	0.	
689	3.8806	1.4	0.	
690	3.8806	1.6	0.	
691	3.8806	1.8	0.	
692	3.8806	2.	0.	
693	3.8806	2.2	0.	
694	3.8806	2.4	0.	
695	3.8806	2.6	0.	
696	3.8806	2.8	0.	
697	3.8806	3.	0.	
698	3.8806	3.2	0.	
699	3.8806	3.4	0.	
700	3.8806	3.6	0.	
701	3.8806	3.8	0.	
702	3.8806	4.	0.	
703	3.8806	4.2	0.	
704	3.8806	4.4	0.	
705	3.8806	4.6	0.	
706	3.8806	4.8	0.	
707	3.8806	5.	0.	
708	3.8806	5.2	0.	
709	3.8806	5.4	0.	
710	3.8806	5.6	0.	
711	3.8806	5.8	0.	
712	3.8806	6.	0.	
713	3.8806	6.2	0.	
714	3.8806	6.4	0.	
715	3.8806	6.6	0.	
716	3.8806	6.8	0.	
717	3.8806	7.	0.	
718	3.8806	7.2	0.	
719	3.8806	7.4	0.	
720	3.8806	7.6	0.	
721	3.8806	7.8	0.	
722	3.8806	8.	0.	
723	3.8806	8.2	0.	
724	3.8806	8.4	0.	
725	3.8806	8.6	0.	
726	3.8806	8.8	0.	
727	3.8806	9.	0.	
728	3.8806	9.2	0.	
729	3.8806	9.4	0.	
730	3.8806	9.6	0.	
731	3.8806	9.8	0.	
732	4.1663	0.2	0.	
733	4.1695	0.4	0.	
734	4.1727	0.6	0.	
735	4.1759	0.8	0.	
736	4.1791	1.	0.	
737	4.1791	1.2	0.	
738	4.1791	1.4	0.	
739	4.1791	1.6	0.	
740	4.1791	1.8	0.	
741	4.1791	2.	0.	
742	4.1791	2.2	0.	
743	4.1791	2.4	0.	
744	4.1791	2.6	0.	
745	4.1791	2.8	0.	
746	4.1791	3.	0.	
747	4.1791	3.2	0.	
748	4.1791	3.4	0.	
749	4.1791	3.6	0.	
750	4.1791	3.8	0.	
751	4.1791	4.	0.	
752	4.1791	4.2	0.	
753	4.1791	4.4	0.	
754	4.1791	4.6	0.	
755	4.1791	4.8	0.	
756	4.1791	5.	0.	
757	4.1791	5.2	0.	
758	4.1791	5.4	0.	
759	4.1791	5.6	0.	
760	4.1791	5.8	0.	
761	4.1791	6.	0.	
762	4.1791	6.2	0.	
763	4.1791	6.4	0.	
764	4.1791	6.6	0.	
765	4.1791	6.8	0.	
766	4.1791	7.	0.	
767	4.1791	7.2	0.	
768	4.1791	7.4	0.	
769	4.1791	7.6	0.	
770	4.1791	7.8	0.	
771	4.1791	8.	0.	
772	4.1791	8.2	0.	
773	4.1791	8.4	0.	
774	4.1791	8.6	0.	
775	4.1791	8.8	0.	
776	4.1791	9.	0.	
777	4.1791	9.2	0.	
778	4.1791	9.4	0.	
779	4.1791	9.6	0.	
780	4.1791	9.8	0.	
781	4.4638	0.2	0.	
782	4.4673	0.4	0.	
783	4.4707	0.6	0.	
784	4.4742	0.8	0.	
785	4.4776	1.	0.	
786	4.4776	1.2	0.	
787	4.4776	1.4	0.	
788	4.4776	1.6	0.	
789	4.4776	1.8	0.	
790	4.4776	2.	0.	
791	4.4776	2.2	0.	
792	4.4776	2.4	0.	
793	4.4776	2.6	0.	
794	4.4776	2.8	0.	
795	4.4776	3.	0.	
796	4.4776	3.2	0.	
797	4.4776	3.4	0.	
798	4.4776	3.6	0.	
799	4.4776	3.8	0.	
800	4.4776	4.	0.	
801	4.4776	4.2	0.	
802	4.4776	4.4	0.	
803	4.4776	4.6	0.	
804	4.4776	4.8	0.	
805	4.4776	5.	0.	
806	4.4776	5.2	0.	
807	4.4776	5.4	0.	
808	4.4776	5.6	0.	
809	4.4776	5.8	0.	
810	4.4776	6.	0.	
811	4.4776	6.2	0.	
812	4.4776	6.4	0.	
813	4.4776	6.6	0.	
814	4.4776	6.8	0.	
815	4.4776	7.	0.	
816	4.4776	7.2	0.	
817	4.4776	7.4	0.	
818	4.4776	7.6	0.	
819	4.4776	7.8	0.	
820	4.4776	8.	0.	
821	4.4776	8.2	0.	
822	4.4776	8.4	0.	
823	4.4776	8.6	0.	
824	4.4776	8.8	0.	
825	4.4776	9.	0.	
826	4.4776	9.2	0.	
827	4.4776	9.4	0.	
828	4.4776	9.6	0.	
829	4.4776	9.8	0.	
830	4.7614	0.2	0.	
831	4.7651	0.4	0.	
832	4.7688	0.6	0.	
833	4.7724	0.8	0.	
834	4.7761	1.	0.	
835	4.7761	1.2	0.	
836	4.7761	1.4	0.	
837	4.7761	1.6	0.	
838	4.7761	1.8	0.	
839	4.7761	2.	0.	
840	4.7761	2.2	0.	
841	4.7761	2.4	0.	
842	4.7761	2.6	0.	
843	4.7761	2.8	0.	
844	4.7761	3.	0.	
845	4.7761	3.2	0.	
846	4.7761	3.4	0.	
847	4.7761	3.6	0.	
848	4.7761	3.8	0.	
849	4.7761	4.	0.	
850	4.7761	4.2	0.	
851	4.7761	4.4	0.	
852	4.7761	4.6	0.	
853	4.7761	4.8	0.	
854	4.7761	5.	0.	
855	4.7761	5.2	0.	
856	4.7761	5.4	0.	
857	4.7761	5.6	0.	
858	4.7761	5.8	0.	
859	4.7761	6.	0.	
860	4.7761	6.2	0.	
861	4.7761	6.4	0.	
862	4.7761	6.6	0.	
863	4.7761	6.8	0.	
864	4.7761	7.	0.	
865	4.7761	7.2	0.	
866	4.7761	7.4	0.	
867	4.7761	7.6	0.	
868	4.7761	7.8	0.	
869	4.7761	8.	0.	
870	4.7761	8.2	0.	
871	4.7761	8.4	0.	
872	4.7761	8.6	0.	
873	4.7761	8.8	0.	
874	4.7761	9.	0.	
875	4.7761	9.2	0.	
876	4.7761	9.4	0.	
877	4.7761	9.6	0.	
878	4.7761	9.8	0.	
879	5.059	0.2	0.	
880	5.0629	0.4	0.	
881	5.0668	0.6	0.	
882	5.0707	0.8	0.	
883	5.0746	1.	0.	
884	5.0746	1.2	0.	
885	5.0746	1.4	0.	
886	5.0746	1.6	0.	
887	5.0746	1.8	0.	
888	5.0746	2.	0.	
889	5.0746	2.2	0.	
890	5.0746	2.4	0.	
891	5.0746	2.6	0.	
892	5.0746	2.8	0.	
893	5.0746	3.	0.	
894	5.0746	3.2	0.	
895	5.0746	3.4	0.	
896	5.0746	3.6	0.	
897	5.0746	3.8	0.	
898	5.0746	4.	0.	
899	5.0746	4.2	0.	
900	5.0746	4.4	0.	
901	5.0746	4.6	0.	
902	5.0746	4.8	0.	
903	5.0746	5.	0.	
904	5.0746	5.2	0.	
905	5.0746	5.4	0.	
906	5.0746	5.6	0.	
907	5.0746	5.8	0.	
908	5.0746	6.	0.	
909	5.0746	6.2	0.	
910	5.0746	6.4	0.	
911	5.0746	6.6	0.	
912	5.0746	6.8	0.	
913	5.0746	7.	0.	
914	5.0746	7.2	0.	
915	5.0746	7.4	0.	
916	5.0746	7.6	0.	
917	5.0746	7.8	0.	
918	5.0746	8.	0.	
919	5.0746	8.2	0.	
920	5.0746	8.4	0.	
921	5.0746	8.6	0.	
922	5.0746	8.8	0.	
923	5.0746	9.	0.	
924	5.0746	9.2	0.	
925	5.0746	9.4	0.	
926	5.0746	9.6	0.	
927	5.0746	9.8	0.	
928	5.3566	0.2	0.	
929	5.3607	0.4	0.	
930	5.3649	0.6	0.	
931	5.369	0.8	0.	
932	5.3731	1.	0.	
933	5.3731	1.2	0.	
934	5.3731	1.4	0.	
935	5.3731	1.6	0.	
936	5.3731	1.8	0.	
937	5.3731	2.	0.	
938	5.3731	2.2	0.	
939	5.3731	2.4	0.	
940	5.3731	2.6	0.	
941	5.3731	2.8	0.	
942	5.3731	3.	0.	
943	5.3731	3.2	0.	
944	5.3731	3.4	0.	
945	5.3731	3.6	0.	
946	5.3731	3.8	0.	
947	5.3731	4.	0.	
948	5.3731	4.2	0.	
949	5.3731	4.4	0.	
950	5.3731	4.6	0.	
951	5.3731	4.8	0.	
952	5.3731	5.	0.	
